"species"	"IUCN_TS_sum.x"	"IUCN_TS_sum_InclOld.x"	"Subset"	"Predicted_class_MOST"	"Predicted_PnonLC_MOST"	"Predicted_PLC_MOST"	"Expert"	"subset_plot_iucn_MOST"	"subset_plot_IUCNpreds1_MOST"	"subset_plot_IUCNpreds2_MOST"	"subset_plot_IUCNpreds1_exp_MOST"	"subset_plot_IUCNpreds2_exp_MOST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"	"Predicted_class_LEAST"	"Predicted_PnonLC_LEAST"	"Predicted_PLC_LEAST"	"subset_plot_iucn_LEAST"	"subset_plot_IUCNpreds1_LEAST"	"subset_plot_IUCNpreds2_LEAST"	"subset_plot_IUCNpreds1_exp_LEAST"	"subset_plot_IUCNpreds2_exp_LEAST"	"FD_G"	"ED"	"FDcat"	"EDcat"	"REC"	"OLD"	"PRED"	"Subset2"	"RLa"	"RLro"	"RLr"	"RLa_MLp_BS"	"RLro_MLpr_BS"	"RLr_MLpr_BS"	"RLa_MLp_WS"	"RLro_MLpr_WS"	"RLr_MLpr_WS"	"RLro_MLpr_EG_BS"	"RLro_MLpr_EG_WS"	"Nbe_unique_occ."	"Nbe_subPop"	"Nbe_loc"	"AOO2km"	"EOO_rCAT_conR2"	"HFI"	"HPD"	"FLO"	"bio4"	"bio15"	"Tflex_mean"	"Pflex_mean"	"ECO"	"TDWG3"	"preds"	"IUCN_TS_detail"	"IUCN_TS_sum.y"	"IUCN_TS_detail_InclOld"	"IUCN_TS_sum_InclOld.y"
"Hyphaene guineensis"	"LC"	"LC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	"1"	"5.05"	"5.75"	"6.5"	"112.524649368422"	"6.5"	"5.75"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"YES"	"NO"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.249402824312473	"10.6874977019026"	"NO"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	1	1	1	4	NA	44.640926361084	934.32763671875	0.207721740007401	178.486373901367	83.2669525146484	0.788680617441565	0.00465116279069767	1	8	"YES"	"LC"	"LC"	"LC"	"LC"
"Hyphaene macrosperma"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"AfricaWAsia"	"E"	"1"	"NA"	"7"	"6"	"131.946891450771"	"7"	"6"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0.257531675884774	"10.7133261992762"	"NO"	"YES"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"Data Deficient"	"NE"	"Data Deficient"	"NE"
"Hyphaene petersiana"	"LC"	"LC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	"1"	"NA"	"6.5"	"5.5"	"102.952609252016"	"6.5"	"5.5"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.242700633528177	"10.4800393157682"	"NO"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	10	9	9	40	2305415.61633417	16.5741299629211	20.084775532037	0.00119125246856129	310.78833770752	87.638298034668	0.627131468219603	0.0345454545454545	4	13	"YES"	"LC"	"LC"	"LC"	"LC"
"Hyphaene reptans"	"NE"	"NE"	"PREDICTED"	"LC"	"0.464"	"0.536"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"A"	"1"	"NA"	"5"	"3"	"23.5619449019234"	"5"	"3"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.666322375623655"	"0.333677624376345"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.341823266677088	"10.5721166982208"	"YES"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"	5	2	2	12	8.28863406242752	17.6049911499023	11.8784307479858	1.79820126504637e-06	371.047961425781	64.9746215820312	0.67645893079066	7.35294117647059e-07	1	3	"YES"	"Data Deficient"	"NE"	"Data Deficient"	"NE"
"Hyphaene thebaica"	"LC"	"LC"	"TEST"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	"1"	"2.45"	"6"	"5"	"78.5398163397448"	"6"	"5"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.252337969252339	"11.0702609748166"	"NO"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	283	45	68	508	9618338.51006968	28.8294363476784	93.3418237234963	0.00591355706378893	215.681475905563	108.384775815499	0.695677609808053	0.003043641131298	11	28	"YES"	"LC"	"LC"	"LC"	"LC"
"Iguanura ambigua"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.668"	"0.332"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"NA"	"0.85"	"0.6"	"0.160221225333079"	"0.85"	"0.6"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.680502579024876"	"0.319497420975124"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.246176932690043	"8.51044949074133"	"NO"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	2	2	2	8	NA	31.1388530731201	76.2327899932861	0.301026068627834	45.0063514709473	38.2961397171021	0.842812314643662	0.311229000884173	2	1	"YES"	"NE"	"NE"	"Threatened"	"nonLC"
"Iguanura asli"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"NA"	"0.6"	"NA"	"NA"	"0.6"	"NA"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.268592571181808	"8.62887102517912"	"YES"	"YES"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"NE"	"NE"
"Iguanura belumensis"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.241414814489665	"8.25636051974609"	"NO"	"YES"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"NE"	"NE"
"Iguanura bicornis"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.44"	"0.56"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"EAsiaPacific"	"E"	"0"	"NA"	"2"	"1.8"	"3.39292006587698"	"2"	"1.8"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.672746805725523"	"0.327253194274477"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.269927754713189	"8.45380797102906"	"YES"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"	2	2	2	8	NA	23.7155618667603	37.3145561218262	0.070869455114007	61.0301361083984	40.575927734375	0.820637748428511	0.216923076923077	2	2	"YES"	"NE"	"NE"	"Possibly Threatened"	"nonLC"
"Iguanura borneensis"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.774"	"0.226"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"0.48"	"1"	"0.7"	"0.256563400043166"	"1"	"0.7"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.738843190835298"	"0.261156809164702"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.248005732246264	"8.10678720912187"	"NO"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	2	2	2	8	NA	26.2317247390747	19.5032386779785	0.035862585529685	41.0953617095947	20.4883937835693	0.856520103321732	0.580065359477124	1	1	"YES"	"NE"	"NE"	"NE"	"NE"
"Iguanura cemurung"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.234168863544514	"8.47128414961535"	"NO"	"YES"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"NE"	"NE"
"Iguanura chaiana"	"NE"	"nonLC"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.263857258564422	"8.71501578621439"	"YES"	"YES"	"NO"	"YES"	"NO"	"NOPRED_data_old_noOcc"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"Threatened"	"nonLC"
"Iguanura corniculata"	"NE"	"nonLC"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.246245025339307	"7.93873544475958"	"NO"	"YES"	"NO"	"YES"	"NO"	"NOPRED_data_old_noOcc"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"Threatened"	"nonLC"
"Iguanura curvata"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.85"	"0.15"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"NA"	"1.5"	"0.55"	"0.237582944427728"	"1.5"	"0.55"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.695668484012161"	"0.304331515987839"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.269521025495032	"8.34006594961042"	"YES"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	3	3	3	12	9230.17739945851	13.6015235582987	8.51990747451782	0.169120480616887	34.2169380187988	19.8131192525228	0.847425831989559	0.545927209705372	2	1	"YES"	"NE"	"NE"	"Possibly Threatened"	"nonLC"
"Iguanura diffusa"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.886"	"0.114"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.668832227020952"	"0.331167772979048"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.234168863544514	"7.88696956832791"	"NO"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	1	1	1	4	NA	22.3859882354736	56.4314460754395	0.573358774185181	36.2065315246582	27.188268661499	0.847695343556013	0.436781609195402	1	1	"YES"	"NE"	"NE"	"NE"	"NE"
"Iguanura divergens"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.269405120563349	"8.46208286326178"	"YES"	"YES"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"NE"	"NE"
"Iguanura elegans"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.756"	"0.244"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"1.32"	"0.85"	"0.6"	"0.160221225333079"	"0.85"	"0.6"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.68612740607163"	"0.31387259392837"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.246776783038329	"8.30975063104652"	"NO"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	4	3	3	16	791.286418898966	38.0139079093933	212.690768241882	0.235674381256104	48.8865404129028	45.5949563980103	0.842612766150768	0.268943855516294	2	1	"YES"	"NE"	"NE"	"Threatened"	"nonLC"
"Iguanura geonomiformis"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"LC"	"NA"	"NA"	"NA"	"LC"	"LC"	"EAsiaPacific"	"E"	"0"	"1.22"	"2"	"1"	"1.0471975511966"	"2"	"1"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	0.246400292198048	"8.38561272567507"	"NO"	"YES"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"NE"	"NE"
"Iguanura humilis"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"NA"	"1"	"0.6"	"0.188495559215388"	"1"	"0.6"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.238068029081501	"8.12404812364541"	"NO"	"YES"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"NE"	"NE"
"Iguanura kelantanensis"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.326643336683923	"8.31990683239705"	"YES"	"YES"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"NE"	"NE"
"Iguanura leucocarpa"	"NE"	"nonLC"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.241500517719184	"8.10733323923392"	"NO"	"YES"	"NO"	"YES"	"NO"	"NOPRED_data_old_noOcc"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"Threatened"	"nonLC"
"Iguanura macrostachya"	"NE"	"NE"	"PREDICTED"	"LC"	"0.536"	"0.464"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	"0"	"1.45"	"1.05"	"0.8"	"0.351858377202057"	"1.05"	"0.8"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.700856762724533"	"0.299143237275467"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.246447818095794	"8.18293036729863"	"NO"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"	7	7	6	28	127284.261533361	18.0940596716745	33.6477672031948	0.182865522801876	26.5744857788086	26.6660823822021	0.836385236557949	0.433003015941405	1	1	"YES"	"NE"	"NE"	"NE"	"NE"
"Iguanura melinauensis"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.818"	"0.182"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"0.91"	"1"	"0.7"	"0.256563400043166"	"1"	"0.7"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.713563821949627"	"0.286436178050374"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.269711344745864	"8.13908144366472"	"YES"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	8	2	4	32	2475.08779288319	10.1948245763779	6.0498626306653	0.0447111566609237	36.9146962165833	17.0576887130737	0.850288861260191	0.621562952243126	2	1	"YES"	"NE"	"NE"	"Threatened"	"nonLC"
"Iguanura minor"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.714"	"0.286"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"0.72"	"0.85"	"0.7"	"0.218078890036691"	"0.85"	"0.7"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.696967196274909"	"0.303032803725091"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.237370441676179	"8.33589717419772"	"NO"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	3	3	3	12	84.8547278592854	31.3377990722656	37.5923550923665	0.331769575675329	47.7648417154948	48.2364470163981	0.842042620946805	0.253792298716453	1	1	"YES"	"NE"	"NE"	"Threatened"	"nonLC"
"Iguanura mirabilis"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.269289707756071	"8.42750130804649"	"YES"	"YES"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"NE"	"NE"
"Iguanura myochodoides"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.956"	"0.044"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"0.78"	"1.5"	"0.7"	"0.38484510006475"	"1.5"	"0.7"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.731969094266695"	"0.268030905733305"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.269936636058417	"8.11065368228689"	"YES"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	3	1	1	12	1.70929383184082	31.0755386352539	34.0235939025879	0.116358265280724	39.911449432373	25.0449695587158	0.840641169974304	0.440886699507389	1	1	"YES"	"NE"	"NE"	"Threatened"	"nonLC"
"Iguanura palmuncula"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.716"	"0.284"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"0"	"1.78"	"1.15"	"0.8"	"0.385368698840348"	"1.15"	"0.8"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.703112525909886"	"0.296887474090113"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.245751496618099	"8.29158712416675"	"NO"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	7	4	5	28	4343.50484576176	33.4381397792271	129.990397862026	0.250245956437928	45.1476729256766	36.4630443028041	0.84137356148524	0.319391634980989	1	1	"YES"	"NE"	"NE"	"Threatened"	"nonLC"
