"species"	"Americas"	"AfricaWAsia"	"EAsiaPacific"	"Climbing"	"Acaulescent"	"Erect"	"StemSolitary"	"StemArmed"	"LeavesArmed"	"MaxStemHeight_m"	"MaxStemDia_cm"	"UnderstoreyCanopy"	"MaxLeafNumber"	"Max_Blade_Length_m"	"Max_Rachis_Length_m"	"Max_Petiole_length_m"	"AverageFruitLength_cm"	"MinFruitLength_cm"	"MaxFruitLength_cm"	"AverageFruitWidth_cm"	"MinFruitWidth_cm"	"MaxFruitWidth_cm"	"FruitSizeCategorical"	"FruitShape"	"Conspicuousness"	"AnimalFood"	"EnvironmentalUses"	"Fuels"	"GeneSources"	"HumanFood"	"InvertebrateFood"	"Materials"	"Medicines"	"Poisons"	"SocialUses"	"IUCN_TS_sum"	"IUCN_TS_sum_InclOld"	"Subset"	"Predicted_class_LEAST"	"Predicted_PnonLC_LEAST"	"Predicted_PLC_LEAST"	"Expert"	"subset_plot_iucn_LEAST"	"subset_plot_IUCNpreds1_LEAST"	"subset_plot_IUCNpreds2_LEAST"	"subset_plot_IUCNpreds1_exp_LEAST"	"subset_plot_IUCNpreds2_exp_LEAST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"
"Dypsis pusilla"	0	1	0	0	0	1	"2"	0	0	2	5	"understorey"	16	2	0.94	1.11	1.6	1.3	1.9	1.2	0.9	1.5	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	3.11	1.6	1.2	1.20637157897848	1.6	1.2	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis pustulata"	0	1	0	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.736681972155407"	"0.263318027844593"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Dypsis rakotonasoloi"	0	1	0	0	0	1	"NA"	0	0	2	1	"understorey"	5	NA	0.34	0.11	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Dypsis ramentacea"	0	1	0	0	0	1	"1"	0	0	0.7	0.5	"understorey"	10	0.95	0.31	0.69	1.3	NA	NA	0.8	NA	NA	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	1.64	1.3	0.8	0.435634181297785	1.3	0.8	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis reflexa"	0	1	0	0	0	1	"0"	0	0	3	1	"understorey"	8	NA	NA	0.09	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Dypsis remotiflora"	0	1	0	0	0	1	"NA"	0	0	1	1	"understorey"	NA	0.4	0.39	0.01	0.95	NA	NA	0.4	NA	NA	"small"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.41	0.95	0.4	0.0795870138909414	0.95	0.4	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Dypsis rivularis"	0	1	0	0	0	1	"1"	0	0	5.5	15	"canopy"	14	1.42	1.4	NA	1.3	1.2	1.4	0.6	0.5	0.7	"small"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	1.3	0.6	0.245044226980004	1.3	0.6	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis robusta"	0	1	0	0	0	1	"1"	0	0	1.4	64	"understorey"	14	4.6	4.6	NA	1.4	NA	NA	1.2	NA	NA	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	1.4	1.2	1.05557513160617	1.4	1.2	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis rosea"	0	1	0	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"AfricaWAsia"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Dypsis sahanofensis"	0	1	0	0	0	1	"0"	0	0	6	3	"canopy"	NA	1.18	1	0.2	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	1.38	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Dypsis saintelucei"	0	1	0	0	0	1	"2"	0	0	6	14	"canopy"	11	2.53	2.4	0.15	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	2.68	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis sancta"	0	1	0	0	0	1	"1"	0	0	10	5	"canopy"	8	NA	0.9	0.2	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Dypsis sanctaemariae"	0	1	0	0	0	1	"0"	0	0	2.5	2	"understorey"	8	1.2	0.88	0.35	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	1.55	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis scandens"	0	1	0	1	0	0	"0"	0	0	10	1.2	"canopy"	15	1.5	1.45	0.07	0.8	NA	NA	0.45	NA	NA	"small"	"NA"	"NA"	0	0	0	0	0	0	1	0	0	0	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"C"	0	1.57	0.8	0.45	0.0848230016469244	0.8	0.45	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"
"Dypsis schatzii"	0	1	0	0	0	1	"2"	0	0	3	1	"understorey"	13	0.32	0.22	0.12	1.35	1.3	1.4	0.5	0.4	0.6	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.44	1.35	0.5	0.176714586764426	1.35	0.5	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis scottiana"	0	1	0	0	0	1	"0"	0	0	4	2	"understorey"	7	0.96	0.66	0.33	0.85	0.6	1.1	0.5	0.35	0.65	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	1.29	0.85	0.5	0.111264739814638	0.85	0.5	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis serpentina"	0	1	0	0	0	1	"2"	0	0	6	4	"canopy"	6	1.95	1.2	0.8	1.3	1.2	1.4	0.95	0.9	1	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	2.75	1.3	0.95	0.614312263470704	1.3	0.95	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis simianensis"	0	1	0	0	0	1	"0"	0	0	2	1	"understorey"	15	0.35	0.29	0.08	1.5	NA	NA	0.5	NA	NA	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.43	1.5	0.5	0.196349540849362	1.5	0.5	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis singularis"	0	1	0	0	0	1	"1"	0	0	6	1	"canopy"	6	0.605	0.59	0.04	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.645	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis soanieranae"	0	1	0	0	0	1	"1"	0	0	5	1.5	"understorey"	NA	0.95	0.95	NA	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Dypsis spicata"	0	1	0	0	0	1	"1"	0	0	1	0.7	"understorey"	8	0.185	0.15	0.06	0.95	0.7	1.2	0.7	NA	NA	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LC"	"LC"	"TRAIN_unused"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	0	0.245	0.95	0.7	0.243735230041008	0.95	0.7	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis subacaulis"	0	1	0	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.736828610219717"	"0.263171389780283"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Dypsis tanalensis"	0	1	0	0	0	1	"NA"	0	0	NA	NA	"NA"	NA	NA	NA	NA	1.15	0.9	1.4	0.625	0.55	0.7	"small"	"NA"	"NA"	0	0	0	1	1	0	1	0	0	0	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	1.15	0.625	0.235210387475798	1.15	0.625	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"YES"	"YES"	"NO"	"NO"
"Dypsis tenuissima"	0	1	0	0	0	1	"0"	0	0	0.5	0.4	"understorey"	11	0.6	0.19	0.46	0.975	0.95	1	0.525	0.5	0.55	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	1.06	0.975	0.525	0.140708989711174	0.975	0.525	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis thermarum"	0	1	0	0	0	1	"2"	0	0	2	0.9	"understorey"	6	0.28	0.14	0.16	1.1	NA	NA	0.4	NA	NA	"small"	"ovoid"	"conspicuous"	0	0	0	0	0	0	1	0	0	0	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.44	1.1	0.4	0.0921533845053006	1.1	0.4	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"
"Dypsis thiryana"	0	1	0	0	0	1	"0"	0	0	1	0.6	"understorey"	10	0.48	0.3	0.2	1	0.9	1.1	0.4	0.3	0.5	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.68	1	0.4	0.0837758040957278	1	0.4	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis thouarsiana"	0	1	0	0	0	1	"NA"	0	0	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"NO_ML"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AfricaWAsia"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Dypsis tokoravina"	0	1	0	0	0	1	"1"	0	0	20	60	"canopy"	14	2.7	2.14	0.61	1.75	1.5	2	1.2	1.1	1.3	"small"	"ovoid"	"NA"	0	0	0	0	0	0	1	0	0	0	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	3.31	1.75	1.2	1.31946891450771	1.75	1.2	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"
"Dypsis trapezoidea"	0	1	0	0	0	1	"1"	0	0	1.2	1.2	"understorey"	7	0.55	0.36	0.21	1.8	NA	NA	0.6	NA	NA	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.76	1.8	0.6	0.339292006587698	1.8	0.6	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis tsaratananensis"	0	1	0	0	0	1	"0"	0	0	NA	NA	"NA"	NA	NA	NA	NA	1.35	1.2	1.5	1	0.9	1.1	"small"	"NA"	"conspicuous"	0	0	0	1	1	0	0	0	0	0	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.744373076426419"	"0.255626923573581"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	1.35	1	0.706858347057703	1.35	1	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"YES"	"NO"	"NO"	"NO"
"Dypsis tsaravoasira"	0	1	0	0	0	1	"1"	0	0	25	40	"canopy"	9	3.65	3.6	NA	0.525	0.5	0.55	0.45	0.4	0.5	"small"	"ovoid"	"NA"	0	0	0	1	1	0	0	0	0	0	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	0.525	0.45	0.0556650948307941	0.525	0.45	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"NO"
"Dypsis turkii"	0	1	0	0	0	1	"1"	0	0	1	1.5	"understorey"	9	0.65	0.26	0.44	1.4	NA	NA	0.8	NA	NA	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	1.09	1.4	0.8	0.469144502936076	1.4	0.8	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis utilis"	0	1	0	0	0	1	"2"	0	0	17	37	"canopy"	15	4.3	3.8	0.55	2.25	1.7	2.8	1.7	1.4	2	"small"	"ovoid"	"cryptic"	0	1	0	1	1	0	1	0	0	0	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	4.85	2.25	1.7	3.40470103832794	2.25	1.7	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"
"Dypsis viridis"	0	1	0	0	0	1	"0"	0	0	1.5	0.8	"understorey"	7	0.18	0.11	0.09	1	NA	NA	0.5	NA	NA	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.27	1	0.5	0.130899693899575	1	0.5	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis vonitrandambo"	0	1	0	0	0	1	"1"	0	0	1	5	"understorey"	10	NA	0.9	1	0.6	NA	NA	0.5	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	0.6	0.5	0.0785398163397448	0.6	0.5	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Elaeis guineensis"	0	1	0	0	0	1	"1"	0	1	30	50	"canopy"	50	7.5	7.5	NA	4.25	3	5.5	2.5	2	3	"large"	"NA"	"conspicuous"	1	1	1	1	1	0	1	1	1	1	"LC"	"LC"	"TRAIN"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	1	NA	4.25	2.5	13.9080924768298	4.25	2.5	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"
"Elaeis oleifera"	1	0	0	0	0	1	"1"	0	1	6	40	"canopy"	40	11.3	8.3	2.75	2.75	2.5	3	1.9	1.8	2	"small"	"globose"	"conspicuous"	1	0	1	1	1	0	1	1	0	1	"NE"	"NE"	"PREDICTED"	"LC"	"0.127896421341543"	"0.872103578658457"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	1	14.05	2.75	1.9	5.19802684475211	2.75	1.9	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"
"Eleiodoxa conferta"	0	0	1	0	1	0	"0"	0	1	0	2.5	"understorey"	8	8	4	1.55	2.5	NA	NA	2.5	NA	NA	"small"	"ovoid"	"cryptic"	0	0	0	0	1	0	1	1	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.284401194703235"	"0.715598805296765"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"A"	1	9.55	2.5	2.5	8.18123086872342	2.5	2.5	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"NO"
"Eremospatha barendii"	0	1	0	1	0	0	"0"	0	1	30	1.5	"canopy"	NA	2.4	1.2	1.25	2.55	2.3	2.8	1.6	1.5	1.7	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"C"	1	3.65	2.55	1.6	3.4180528071057	2.55	1.6	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Eremospatha cabrae"	0	1	0	1	0	0	"0"	0	1	50	1.5	"canopy"	NA	2	1	NA	2.75	2.5	3	1.75	1.6	1.9	"small"	"globose"	"conspicuous"	0	0	0	0	0	0	1	1	0	0	"LC"	"LC"	"TRAIN"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"C"	1	NA	2.75	1.75	4.40968343824192	2.75	1.75	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"YES"	"NO"
"Eremospatha cuspidata"	0	1	0	1	0	0	"0"	0	1	15	1.5	"canopy"	NA	2	1.3	0.75	2.2	2	2.4	1.8	1.6	2	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LC"	"LC"	"TRAIN"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"C"	1	2.75	2.2	1.8	3.73221207246467	2.2	1.8	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Eremospatha dransfieldii"	0	1	0	1	0	0	"0"	0	1	50	2.4	"canopy"	NA	3.5	1.5	2.1	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"C"	1	5.6	NA	NA	NA	NA	NA	NA	NA	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Eremospatha haullevilleana"	0	1	0	1	0	0	"0"	0	1	25	70	"canopy"	NA	1.2	0.8	0.45	2.75	2.5	3	1.75	1.5	2	"small"	"NA"	"conspicuous"	0	0	0	0	0	0	0	1	0	0	"LC"	"LC"	"TEST"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"C"	1	1.65	2.75	1.75	4.40968343824192	2.75	1.75	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	"YES"	"NO"	"NO"	"YES"	"NO"
"Eremospatha hookeri"	0	1	0	1	0	0	"0"	0	1	30	2	"canopy"	NA	1.5	NA	NA	2.5	2	2.5	1.7	NA	NA	"small"	"globose"	"conspicuous"	0	0	0	0	0	0	1	0	0	0	"LC"	"LC"	"TEST"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"C"	1	NA	2.5	1.7	3.78300115369771	2.5	1.7	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"NO"	"NO"
