"species"	"Americas"	"AfricaWAsia"	"EAsiaPacific"	"Climbing"	"Acaulescent"	"Erect"	"StemSolitary"	"StemArmed"	"LeavesArmed"	"MaxStemHeight_m"	"MaxStemDia_cm"	"UnderstoreyCanopy"	"MaxLeafNumber"	"Max_Blade_Length_m"	"Max_Rachis_Length_m"	"Max_Petiole_length_m"	"AverageFruitLength_cm"	"MinFruitLength_cm"	"MaxFruitLength_cm"	"AverageFruitWidth_cm"	"MinFruitWidth_cm"	"MaxFruitWidth_cm"	"FruitSizeCategorical"	"FruitShape"	"Conspicuousness"	"AnimalFood"	"EnvironmentalUses"	"Fuels"	"GeneSources"	"HumanFood"	"InvertebrateFood"	"Materials"	"Medicines"	"Poisons"	"SocialUses"	"IUCN_TS_sum"	"IUCN_TS_sum_InclOld"	"Subset"	"Predicted_class_MOST"	"Predicted_PnonLC_MOST"	"Predicted_PLC_MOST"	"Expert"	"subset_plot_iucn_MOST"	"subset_plot_IUCNpreds1_MOST"	"subset_plot_IUCNpreds2_MOST"	"subset_plot_IUCNpreds1_exp_MOST"	"subset_plot_IUCNpreds2_exp_MOST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"
"Cyrtostachys glauca"	0	0	1	0	0	1	"0"	0	0	21.6	15	"canopy"	8	4.1	4.1	0.8	1	0.9	1.2	0.5	0.4	0.6	"small"	"ellipsoid"	"cryptic"	0	0	0	0	0	0	1	0	0	0	"LC"	"LC"	"TRAIN"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	4.9	1	0.5	0.130899693899575	1	0.5	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"
"Cyrtostachys loriae"	0	0	1	0	0	1	"1"	0	0	30	30	"canopy"	14	4.8	4.8	1.15	1.2	0.8	1.6	0.45	0.4	0.5	"small"	"ellipsoid"	"cryptic"	0	0	0	0	1	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.194"	"0.806"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	5.95	1.2	0.45	0.127234502470387	1.2	0.45	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"
"Cyrtostachys renda"	0	0	1	0	0	1	"0"	0	0	20	10	"canopy"	7	1.8	1.8	0.5	0.9	0.7	1	0.5	0.4	0.7	"small"	"ovoid"	"cryptic"	0	1	0	0	0	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.18"	"0.82"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	2.3	0.9	0.5	0.117809724509617	0.9	0.5	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"
"Deckenia nobilis"	0	1	0	0	0	1	"1"	1	1	40	35	"canopy"	NA	2.5	NA	0.33	1.2	NA	NA	0.4	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	1	2.83	1.2	0.4	0.100530964914873	1.2	0.4	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Desmoncus chinantlensis"	1	0	0	1	0	0	"2"	0	1	20	5	"canopy"	NA	1.28	1.28	0.02	1.52	1.21	1.86	1.27	1.03	1.62	"small"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.212"	"0.788"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"C"	1	1.3	1.52	1.27	1.28365894704699	1.52	1.27	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Desmoncus cirrhifer"	1	0	0	1	0	0	"0"	0	1	20	3	"canopy"	NA	NA	1.17	0.11	1.823	1.43	2.09	1.341666667	0.98	1.57	"small"	"globose"	"conspicuous"	0	0	0	0	1	0	1	1	0	1	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.112"	"0.888"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"C"	1	NA	1.823	1.341666667	1.71820330925257	1.823	1.341666667	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"YES"	"YES"	"YES"	"YES"
"Desmoncus costaricensis"	1	0	0	1	0	0	"0"	0	1	6	2.3	"canopy"	NA	NA	0.8	0.16	1.38	1.27	1.45	1.13	0.91	1.38	"small"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.728"	"0.272"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"C"	1	NA	1.38	1.13	0.922644921654825	1.38	1.13	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Desmoncus giganteus"	1	0	0	1	0	0	"1"	0	1	50	5	"canopy"	50	2.47	2.15	0.35	3.62	2.15	4.26	1.66	1.27	1.83	"small"	"ovoid"	"conspicuous"	1	0	0	0	1	0	1	1	0	1	"NE"	"NE"	"PREDICTED"	"LC"	"0.206"	"0.794"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"C"	1	2.82	3.62	1.66	5.22304020545999	3.62	1.66	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"
"Desmoncus horridus"	1	0	0	1	0	0	"0"	0	1	15	4.8	"canopy"	NA	NA	1.23	0.11	1.54	1.06	2.11	0.953421053	0.74	1.24	"small"	"ellipsoid"	"NA"	0	0	0	0	0	0	0	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.122"	"0.878"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"C"	1	NA	1.54	0.953421053	0.732974419681971	1.54	0.953421053	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"
"Desmoncus interjectus"	1	0	0	1	0	0	"NA"	0	1	6	2.8	"canopy"	NA	NA	1.25	0.1	1.4175	1.35	1.51	1.0725	0.98	1.23	"small"	"ellipsoid"	"NA"	0	0	0	0	0	0	0	0	0	0	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.882"	"0.118"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"C"	1	NA	1.4175	1.0725	0.853721643146182	1.4175	1.0725	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"
"Desmoncus kunarius"	1	0	0	1	0	0	"NA"	0	1	NA	3.6	"canopy"	NA	NA	1	0.06	2.513333333	2.39	2.74	2.166666667	2.01	2.41	"small"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.85"	"0.15"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"C"	1	NA	2.513333333	2.166666667	6.17778681398789	2.513333333	2.166666667	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Desmoncus latisectus"	1	0	0	1	0	0	"NA"	0	1	4	1.4	"understorey"	NA	NA	0.4	0.03	1.13	NA	NA	0.9	NA	NA	"small"	"globose"	"NA"	0	0	0	0	0	0	0	0	0	0	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.51"	"0.49"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"C"	1	NA	1.13	0.9	0.479249959305123	1.13	0.9	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"
"Desmoncus leptoclonos"	1	0	0	1	0	0	"0"	0	1	10	1.9	"canopy"	NA	NA	0.77	0.06	1.225	1.09	1.39	0.8	0.7	0.94	"small"	"ellipsoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.09"	"0.91"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"C"	1	NA	1.225	0.8	0.410501440069066	1.225	0.8	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Desmoncus loretanus"	1	0	0	1	0	0	"NA"	0	1	NA	1.6	"canopy"	NA	NA	0.46	0.02	1.30375	1.05	1.59	0.795	0.7	0.96	"small"	"ellipsoid"	"NA"	0	0	0	0	0	0	0	0	0	0	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.762"	"0.238"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"C"	1	NA	1.30375	0.795	0.431446749177322	1.30375	0.795	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"
"Desmoncus madrensis"	1	0	0	1	0	0	"NA"	0	1	6.5	0.9	"canopy"	NA	NA	0.35	0.09	1.04	0.93	1.14	0.67625	0.61	0.72	"small"	"ellipsoid"	"NA"	0	0	0	0	0	0	0	0	0	0	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.824"	"0.176"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"C"	1	NA	1.04	0.67625	0.249027046516439	1.04	0.67625	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"
"Desmoncus mitis"	1	0	0	1	0	0	"2"	0	1	10	1.1	"canopy"	30	0.94	0.8	0.16	1.23	0.89	1.57	0.7	0.55	1.09	"small"	"ellipsoid"	"conspicuous"	1	0	0	0	1	0	1	1	0	1	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.248"	"0.752"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"C"	1	1.1	1.23	0.7	0.315572982053095	1.23	0.7	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"
"Desmoncus moorei"	1	0	0	1	0	0	"NA"	0	1	32.5	3.4	"canopy"	NA	NA	1.13	0.04	1.263	1.11	1.43	1.141	1.02	1.3	"small"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.424"	"0.576"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"C"	1	NA	1.263	1.141	0.860940744836832	1.263	1.141	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Desmoncus myriacanthos"	1	0	0	1	0	0	"NA"	0	1	9	3.7	"canopy"	NA	NA	1.31	0.03	1.512941176	1.26	2.1	0.818823529	0.7	1.03	"small"	"ellipsoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.092"	"0.908"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"C"	1	NA	1.512941176	0.818823529	0.531130562429569	1.512941176	0.818823529	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Desmoncus obovoideus"	1	0	0	1	0	0	"NA"	0	1	7	2	"canopy"	NA	NA	NA	0.04	1.58	1.4	1.79	1.42	1.28	1.63	"small"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.798"	"0.202"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"C"	1	NA	1.58	1.42	1.66813962236393	1.58	1.42	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Desmoncus orthacanthos"	1	0	0	1	0	0	"0"	0	1	20	3	"canopy"	50	2.25	2.07	0.2	1.49	1.14	1.84	1.42	0.84	2	"small"	"globose"	"conspicuous"	0	0	0	0	0	0	0	1	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.168"	"0.832"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"C"	1	2.45	1.49	1.42	1.57311901096345	1.49	1.42	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"NO"
"Desmoncus osensis"	1	0	0	1	0	0	"NA"	0	1	NA	2.6	"canopy"	NA	NA	0.85	0.04	1.512	1.39	1.73	1.364	1.1	1.59	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.788"	"0.212"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"C"	1	NA	1.512	1.364	1.47291998253957	1.512	1.364	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Desmoncus parvulus"	1	0	0	1	0	0	"NA"	0	1	10	1.8	"canopy"	NA	NA	0.47	0.14	1.107142857	0.89	1.43	0.935714286	0.71	1.12	"small"	"globose"	"NA"	0	0	0	0	0	0	0	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.08"	"0.92"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"C"	1	NA	1.107142857	0.935714286	0.507561655181267	1.107142857	0.935714286	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"
"Desmoncus polyacanthos"	1	0	0	1	0	0	"2"	0	1	37	3.5	"canopy"	25	1.91	1.73	0.2	1.694362745	1.12	2.35	1.193598039	0.79	1.79	"small"	"globose"	"conspicuous"	1	0	0	0	1	0	1	1	0	1	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.15"	"0.85"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"C"	1	2.11	1.694362745	1.193598039	1.26392472403899	1.694362745	1.193598039	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"
"Desmoncus prunifer"	1	0	0	1	0	0	"NA"	0	1	NA	0.8	"canopy"	NA	NA	0.46	0.05	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	0	0	0	0	0	0	0	0	0	0	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.966"	"0.034"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"C"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"
"Desmoncus pumilus"	1	0	0	1	0	0	"NA"	0	1	5	0.7	"canopy"	NA	NA	0.42	0.08	1.002	0.82	1.16	0.674	0.5	0.85	"small"	"ellipsoid"	"NA"	0	0	0	0	0	0	0	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.558"	"0.442"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"C"	1	NA	1.002	0.674	0.23833407409846	1.002	0.674	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"
"Desmoncus setosus"	1	0	0	1	0	0	"NA"	0	1	15	1.1	"canopy"	NA	NA	0.67	0.04	1.193333333	1.12	1.28	0.753333333	0.61	0.85	"small"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.442"	"0.558"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"C"	1	NA	1.193333333	0.753333333	0.35459675960049	1.193333333	0.753333333	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Desmoncus stans"	1	0	0	1	0	0	"0"	0	1	2.5	1	"both"	7	0.405	0.28	0.15	1.33	1.28	1.37	1.07875	0.95	1.11	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.704"	"0.296"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"C"	1	0.555	1.33	1.07875	0.81038590867148	1.33	1.07875	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Desmoncus vacivus"	1	0	0	1	0	0	"NA"	0	1	10	0.9	"canopy"	NA	NA	0.46	0.11	2.092352941	1.84	2.39	1.331176471	1.1	1.53	"small"	"globose"	"NA"	0	0	0	0	0	0	0	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.148"	"0.852"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"C"	1	NA	2.092352941	1.331176471	1.94135443188192	2.092352941	1.331176471	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"
"Dictyocaryum fuscum"	1	0	0	0	0	1	"1"	0	0	22	20	"canopy"	6	2.7	2.5	0.22	3.25	3	3.5	2.5	2	3	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.96"	"0.04"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	2.92	3.25	2.5	10.6356001293404	3.25	2.5	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dictyocaryum lamarckianum"	1	0	0	0	0	1	"1"	1	0	25	45	"canopy"	6	6	5	NA	2.65	2.5	2.8	2.65	2.3	3	"small"	"ovoid"	"conspicuous"	1	1	0	0	1	0	1	0	0	1	"NE"	"NE"	"PREDICTED"	"LC"	"0.218"	"0.782"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	1	NA	2.65	2.65	9.74397686434349	2.65	2.65	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"YES"
"Dictyocaryum ptarianum"	1	0	0	0	0	1	"2"	0	0	20	20	"canopy"	5	3.5	3	0.55	3.25	3	3.5	2.75	2	3.5	"small"	"globose"	"conspicuous"	0	0	0	0	1	0	1	0	0	1	"NE"	"NE"	"PREDICTED"	"LC"	"0.116"	"0.884"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	0	4.05	3.25	2.75	12.8690761565019	3.25	2.75	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"YES"
"Dictyosperma album"	0	1	0	0	0	1	"1"	0	0	15	20	"canopy"	15	4.14	4.14	NA	1.25	1	1.5	1.05	1	1.1	"small"	"globose"	"cryptic"	0	1	0	1	1	0	1	0	0	0	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.488"	"0.512"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"AfricaWAsia"	"E"	0	NA	1.25	1.05	0.721584562621406	1.25	1.05	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"
"Dransfieldia micrantha"	0	0	1	0	0	1	"2"	0	0	10	5	"canopy"	8	2	1.8	0.81	1.545	1.5	1.59	0.85	0.76	0.95	"small"	"globose"	"cryptic"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.728"	"0.272"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	2.81	1.545	0.85	0.584473678246296	1.545	0.85	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"
"Drymophloeus litigiosus"	0	0	1	0	0	1	"2"	0	0	5	3	"understorey"	9	1.6	1.6	0.48	1.7	1.36	2.34	1.05	0.58	1.3	"small"	"globose"	"conspicuous"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.368"	"0.632"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	2.08	1.7	1.05	0.981355005165112	1.7	1.05	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"
"Drymophloeus oliviformis"	0	0	1	0	0	1	"1"	0	0	4	7	"understorey"	7	1.4	1.1	0.61	1.7	1.06	2.35	0.8	0.55	1.19	"small"	"pyramidal"	"conspicuous"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.3"	"0.7"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	2.01	1.7	0.8	0.569675467850949	1.7	0.8	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"
"Drymophloeus whitmeeanus"	1	0	0	0	0	1	"NA"	0	0	NA	NA	"NA"	NA	NA	NA	NA	3.7	NA	NA	1.87	NA	NA	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"Americas"	"E"	0	NA	3.7	1.87	6.77459846604186	3.7	1.87	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Dypsis acaulis"	0	1	0	0	1	0	"1"	0	0	0.05	1.8	"understorey"	6	0.44	0.18	0.29	2	NA	NA	0.6	NA	NA	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"A"	0	0.73	2	0.6	0.376991118430775	2	0.6	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis acuminum"	0	1	0	0	0	1	"1"	0	0	6	8	"canopy"	6	1.5	1.34	0.18	0.95	0.9	1	0.65	0.6	0.7	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	1.68	0.95	0.65	0.210159458555767	0.95	0.65	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis albofarinosa"	0	1	0	0	0	1	"0"	0	0	5	5	"understorey"	6	1.35	1.35	NA	2	NA	NA	1.5	NA	NA	"small"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	2	1.5	2.35619449019234	2	1.5	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis ambanjae"	0	1	0	0	0	1	"0"	0	0	5	6	"understorey"	NA	1	1	NA	1.25	1.1	1.4	0.95	0.8	1.1	"small"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	1.25	0.95	0.590684868721831	1.25	0.95	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Dypsis ambilaensis"	0	1	0	0	0	1	"0"	0	0	3	0.8	"understorey"	8	0.4	0.33	0.09	1.25	1	1.5	0.475	0.45	0.5	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.49	1.25	0.475	0.147671217180458	1.25	0.475	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis ambositrae"	0	1	0	0	0	1	"2"	0	0	7	12	"canopy"	11	3.1	2.8	0.33	1.4	NA	NA	1.275	1.05	1.5	"small"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	3.43	1.4	1.275	1.19164536341478	1.4	1.275	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis andapae"	0	1	0	0	0	1	"0"	0	0	1.2	1.2	"understorey"	10	0.48	0.22	0.29	1.2	1.1	1.3	0.725	0.7	0.75	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.77	1.2	0.725	0.330259927708627	1.2	0.725	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
